date,concentration
1958-03-01,5.699999999999989
1958-04-01,7.4599999999999795
1958-05-01,7.509999999999991
1958-07-01,5.860000000000014
1958-08-01,4.930000000000007
1958-09-01,3.2099999999999795
1958-11-01,3.329999999999984
1958-12-01,4.670000000000016
1959-01-01,5.579999999999984
1959-02-01,6.480000000000018
1959-03-01,6.649999999999977
1959-04-01,7.720000000000027
1959-05-01,8.29000000000002
1959-06-01,8.149999999999977
1959-07-01,6.5400000000000205
1959-08-01,4.800000000000011
1959-09-01,3.839999999999975
1959-10-01,3.339999999999975
1959-11-01,4.810000000000002
1959-12-01,5.579999999999984
1960-01-01,6.430000000000007
1960-02-01,6.980000000000018
1960-03-01,7.579999999999984
1960-04-01,9.029999999999973
1960-05-01,10.04000000000002
1960-06-01,9.589999999999975
1960-07-01,8.180000000000007
1960-08-01,5.899999999999977
1960-09-01,4.170000000000016
1960-10-01,3.829999999999984
1960-11-01,5.0
1960-12-01,6.189999999999998
1961-01-01,6.899999999999977
1961-02-01,7.699999999999989
1961-03-01,8.54000000000002
1961-04-01,9.480000000000018
1961-05-01,10.579999999999984
1961-06-01,9.769999999999982
1961-07-01,8.569999999999993
1961-08-01,6.7900000000000205
1961-09-01,4.990000000000009
1961-10-01,5.310000000000002
1961-11-01,6.100000000000023
1961-12-01,7.009999999999991
1962-01-01,7.939999999999998
1962-02-01,8.550000000000011
1962-03-01,9.680000000000007
1962-04-01,10.569999999999993
1962-05-01,11.019999999999982
1962-06-01,10.620000000000005
1962-07-01,9.610000000000014
1962-08-01,7.399999999999977
1962-09-01,6.25
1962-10-01,5.420000000000016
1962-11-01,6.689999999999998
1962-12-01,7.699999999999989
1963-01-01,8.740000000000009
1963-02-01,9.069999999999993
1963-03-01,9.860000000000014
1963-04-01,11.389999999999986
1963-05-01,12.25
1963-06-01,11.480000000000018
1963-07-01,9.740000000000009
1963-08-01,7.769999999999982
1963-09-01,6.2099999999999795
1963-10-01,5.990000000000009
1963-11-01,7.069999999999993
1963-12-01,8.350000000000023
1964-01-01,9.569999999999993
1964-05-01,12.259999999999991
1964-06-01,11.889999999999986
1964-07-01,10.439999999999998
1964-08-01,8.689999999999998
1964-09-01,6.699999999999989
1964-10-01,6.8700000000000045
1964-11-01,7.680000000000007
1964-12-01,8.70999999999998
1965-01-01,9.439999999999998
1965-02-01,10.439999999999998
1965-03-01,10.889999999999986
1965-04-01,12.139999999999986
1965-05-01,12.170000000000016
1965-06-01,11.870000000000005
1965-07-01,11.20999999999998
1965-08-01,8.870000000000005
1965-09-01,7.819999999999993
1965-10-01,7.300000000000011
1965-11-01,8.870000000000005
1965-12-01,9.420000000000016
1966-01-01,10.620000000000005
1966-02-01,11.589999999999975
1966-03-01,12.389999999999986
1966-04-01,13.699999999999989
1966-05-01,14.079999999999984
1966-06-01,13.75
1966-07-01,12.389999999999986
1966-08-01,10.360000000000014
1966-09-01,8.639999999999986
1966-10-01,8.100000000000023
1966-11-01,9.779999999999973
1966-12-01,11.029999999999973
1967-01-01,12.329999999999984
1967-02-01,12.5
1967-03-01,13.04000000000002
1967-04-01,14.420000000000016
1967-05-01,15.0
1967-06-01,14.089999999999975
1967-07-01,12.550000000000011
1967-08-01,10.920000000000016
1967-09-01,9.25
1967-10-01,9.389999999999986
1967-11-01,10.730000000000018
1967-12-01,11.95999999999998
1968-01-01,12.569999999999993
1968-02-01,13.139999999999986
1968-03-01,13.889999999999986
1968-04-01,15.019999999999982
1968-05-01,15.569999999999993
1968-06-01,15.360000000000014
1968-07-01,14.139999999999986
1968-08-01,12.110000000000014
1968-09-01,10.329999999999984
1968-10-01,10.25
1968-11-01,11.319999999999993
1968-12-01,12.889999999999986
1969-01-01,14.0
1969-02-01,14.420000000000016
1969-03-01,15.629999999999995
1969-04-01,16.660000000000025
1969-05-01,17.379999999999995
1969-06-01,16.69999999999999
1969-07-01,15.879999999999995
1969-08-01,13.660000000000025
1969-09-01,12.379999999999995
1969-10-01,11.779999999999973
1969-11-01,12.850000000000023
1969-12-01,14.120000000000005
1970-01-01,15.060000000000002
1970-02-01,15.980000000000018
1970-03-01,16.930000000000007
1970-04-01,18.139999999999986
1970-05-01,18.079999999999984
1970-06-01,17.670000000000016
1970-07-01,16.339999999999975
1970-08-01,14.689999999999998
1970-09-01,13.100000000000023
1970-10-01,13.069999999999993
1970-11-01,14.009999999999991
1970-12-01,15.129999999999995
1971-01-01,16.170000000000016
1971-02-01,16.680000000000007
1971-03-01,17.170000000000016
1971-04-01,17.79000000000002
1971-05-01,18.920000000000016
1971-06-01,18.569999999999993
1971-07-01,17.360000000000014
1971-08-01,15.430000000000007
1971-09-01,13.360000000000014
1971-10-01,13.560000000000002
1971-11-01,14.800000000000011
1971-12-01,16.00999999999999
1972-01-01,16.769999999999982
1972-02-01,17.629999999999995
1972-03-01,17.75
1972-04-01,19.730000000000018
1972-05-01,20.069999999999993
1972-06-01,19.089999999999975
1972-07-01,18.04000000000002
1972-08-01,16.319999999999993
1972-09-01,14.839999999999975
1972-10-01,15.199999999999989
1972-11-01,16.5
1972-12-01,17.55000000000001
1973-01-01,18.55000000000001
1973-02-01,19.560000000000002
1973-03-01,20.30000000000001
1973-04-01,21.5
1973-05-01,22.480000000000018
1973-06-01,22.069999999999993
1973-07-01,20.870000000000005
1973-08-01,19.310000000000002
1973-09-01,17.50999999999999
1973-10-01,17.180000000000007
1973-11-01,18.160000000000025
1973-12-01,18.639999999999986
1974-01-01,19.350000000000023
1974-02-01,20.70999999999998
1974-03-01,21.480000000000018
1974-04-01,22.649999999999977
1974-05-01,23.089999999999975
1974-06-01,22.25
1974-07-01,21.180000000000007
1974-08-01,19.389999999999986
1974-09-01,17.430000000000007
1974-10-01,17.370000000000005
1974-11-01,18.45999999999998
1974-12-01,19.569999999999993
1975-01-01,20.399999999999977
1975-02-01,21.399999999999977
1975-03-01,22.04000000000002
1975-04-01,23.310000000000002
1975-05-01,23.970000000000027
1975-06-01,23.600000000000023
1975-07-01,21.899999999999977
1975-08-01,20.060000000000002
1975-09-01,18.560000000000002
1975-10-01,18.339999999999975
1975-11-01,19.49000000000001
1975-12-01,20.75999999999999
1976-01-01,21.75
1976-02-01,22.560000000000002
1976-03-01,23.5
1976-04-01,24.579999999999984
1976-05-01,24.879999999999995
1976-06-01,24.329999999999984
1976-07-01,23.05000000000001
1976-08-01,20.939999999999998
1976-09-01,19.30000000000001
1976-10-01,18.939999999999998
1976-11-01,20.310000000000002
1976-12-01,21.680000000000007
1977-01-01,22.930000000000007
1977-02-01,23.420000000000016
1977-03-01,24.69999999999999
1977-04-01,26.069999999999993
1977-05-01,26.75
1977-06-01,26.269999999999982
1977-07-01,24.920000000000016
1977-08-01,22.75
1977-09-01,21.589999999999975
1977-10-01,21.160000000000025
1977-11-01,22.399999999999977
1977-12-01,23.850000000000023
1978-01-01,24.970000000000027
1978-02-01,25.379999999999995
1978-03-01,26.639999999999986
1978-04-01,27.75999999999999
1978-05-01,28.00999999999999
1978-06-01,27.889999999999986
1978-07-01,26.54000000000002
1978-08-01,24.680000000000007
1978-09-01,22.75999999999999
1978-10-01,22.55000000000001
1978-11-01,23.920000000000016
1978-12-01,24.94999999999999
1979-01-01,26.230000000000018
1979-02-01,26.75999999999999
1979-03-01,27.95999999999998
1979-04-01,28.879999999999995
1979-05-01,29.470000000000027
1979-06-01,29.29000000000002
1979-07-01,27.730000000000018
1979-08-01,26.089999999999975
1979-09-01,23.920000000000016
1979-10-01,23.860000000000014
1979-11-01,25.29000000000002
1979-12-01,26.730000000000018
1980-01-01,28.00999999999999
1980-02-01,28.360000000000014
1980-03-01,30.069999999999993
1980-04-01,30.769999999999982
1980-05-01,31.470000000000027
1980-06-01,31.170000000000016
1980-07-01,29.560000000000002
